C02101,Neg,OTH
C02102,Neg,OTH
C02103,Pos,PRY
C02104,Pos,OTH
C02105,Neu,OTH
C02106,Pos,PRY
C02107,Pos,PRY
C02108,Neg,GRF
C02109,Pos,PRY
C02110,Pos,PRY
C02111,Neg,GRF
C02112,Neg,OTH
C02113,Neg,GRF
C02114,Pos,OTH
C02115,Neg,GRF
C02116,Pos,PRY
C02117,Neg,GRF
C02118,Neg,OTH
C02119,Neg,OTH
C02120,Neg,OTH
C02121,Pos,OTH
C02122,Pos,OTH
C02123,Neu,PRY
C02124,Neu,OTH
C02125,Neu,PRY
C02126,Pos,PRY
C02127,Pos,OTH
C02128,Pos,OTH
C02129,Pos,OTH
C02130,Pos,PRY
C02131,Pos,PRY
C02132,Pos,OTH
C02133,Neu,PRY
C02134,Neu,PRY
C02135,Pos,OTH
C02136,Neu,OTH
C02137,Pos,OTH
C02138,Pos,PRY
C02139,Pos,PRY
C02140,Neg,ANG
C02141,Pos,OTH
C02142,Pos,PRY
C02143,Pos,OTH
C02144,Neg,OTH
C02145,Pos,OTH
C02146,Neg,OTH
C02147,Neg,OTH
C02148,Pos,PRY
C02149,Neg,PRY
C02150,Pos,OTH
C02151,Neg,ANG
C02152,Neg,OTH
C02153,Neu,OTH
C02154,Neg,OTH
C02155,Neg,OTH
C02156,Neu,OTH
C02157,Pos,OTH
C02158,Neg,OTH
C02159,Pos,OTH
C02160,Neg,ANG
C02161,Neu,OTH
C02162,Neu,OTH
C02163,Neg,GRF
C02164,Pos,OTH
C02165,Neg,ANG
C02166,Neg,OTH
C02167,Neg,GRF
C02168,Neg,ANG
C02169,Neg,OTH
C02170,Neg,ANG
C02171,Neg,OTH
C02172,Neg,ANG
C02173,Neg,GRF
C02174,Neg,OTH
C02175,Pos,OTH
C02176,Neg,ANG
C02177,Neg,OTH
C02178,Neu,PRY
C02179,Neu,OTH
C02180,Neg,OTH
C02181,Pos,OTH
C02182,Neg,OTH
C02183,Neg,ANG
C02184,Neg,ANG
C02185,Neg,GRF
C02186,Neg,PRY
C02187,Neg,PRY
C02188,Neg,ANG
C02189,Neg,OTH
C02190,Neu,OTH
C02191,Neg,ANG
C02192,Neg,OTH
C02193,Neg,OTH
C02194,Neg,ANG
C02195,Neg,GRF
C02196,Neg,OTH
C02197,Neg,OTH
C02198,Neg,ANG
C02199,Neg,OTH
C02200,Neg,ANG
C02201,Pos,OTH
C02202,Neu,PRY
C02203,Neu,PRY
C02204,Neu,OTH
C02205,Neu,PRY
C02206,Neu,OTH
C02207,Neg,GRF
C02208,Neg,OTH
C02209,Neg,OTH
C02210,Neg,ANG
C02211,Neg,ANG
C02212,Neg,ANG
C02213,Neg,ANG
C02214,Neu,OTH
C02215,Neu,OTH
C02216,Neu,PRY
C02217,Neg,ANG
C02218,Neg,ANG
C02219,Neg,ANG
C02220,Neg,GRF
C02221,Neg,OTH
C02222,Neg,GRF
C02223,Neg,ANG
C02224,Neg,ANG
C02225,Neu,OTH
C02226,Neg,PRY
C02227,Neg,ANG
C02228,Neg,OTH
C02229,Neu,OTH
C02230,Neg,ANG
C02231,Neg,OTH
C02232,Neu,OTH
C02233,Neg,ANG
C02234,Neu,OTH
C02235,Neg,OTH
C02236,Neg,OTH
C02237,Neg,ANG
C02238,Neg,OTH
C02239,Neu,OTH
C02240,Neg,ANG
C02241,Neg,ANG
C02242,Neg,GRF
C02243,Neu,OTH
C02244,Neg,ANG
C02245,Neg,OTH
C02246,Neu,PRY
C02247,Neu,OTH
C02248,Neg,ANG
C02249,Neg,ANG
C02250,Neg,ANG
