C00751,Pos,OTH
C00752,Pos,PRY
C00753,Neu,PRY
C00754,Pos,OTH
C00755,Neu,PRY
C00756,Pos,OTH
C00757,Neu,OTH
C00758,Neu,OTH
C00759,Neg,ANG
C00760,Neg,GRF
C00761,Neg,ANG
C00762,Neg,GRF
C00763,Neg,ANG
C00764,Neg,ANG
C00765,Neg,ANG
C00766,Neg,ANG
C00767,Neg,ANG
C00768,Pos,OTH
C00769,Neg,ANG
C00770,Neg,ANG
C00771,Pos,PRY
C00772,Neg,ANG
C00773,Neg,OTH
C00774,Neu,OTH
C00775,Neg,GRF
C00776,Pos,PRY
C00777,Neg,ANG
C00778,Neg,OTH
C00779,Neg,ANG
C00780,Neg,ANG
C00781,Neg,GRF
C00782,Neu,OTH
C00783,Neg,ANG
C00784,Neg,OTH
C00785,Neg,PRY
C00786,Neg,ANG
C00787,Neg,OTH
C00788,Pos,OTH
C00789,Pos,PRY
C00790,Pos,PRY
C00791,Neg,ANG
C00792,Neg,OTH
C00793,Neg,ANG
C00794,Neg,ANG
C00795,Neu,PRY
C00796,Neg,OTH
C00797,Neg,ANG
C00798,Neg,ANG
C00799,Pos,OTH
C00800,Neg,ANG
C00801,Pos,PRY
C00802,Pos,OTH
C00803,Neg,ANG
C00804,Neu,PRY
C00805,Neg,OTH
C00806,Neg,ANG
C00807,Neg,ANG
C00808,Neg,ANG
C00809,Neg,OTH
C00810,Neg,ANG
C00811,Neg,ANG
C00812,Neu,OTH
C00813,Neu,OTH
C00814,Neg,ANG
C00815,Neg,ANG
C00816,Neg,ANG
C00817,Pos,OTH
C00818,Neu,OTH
C00819,Neg,ANG
C00820,Pos,OTH
C00821,Neg,ANG
C00822,Neg,ANG
C00823,Neu,PRY
C00824,Neg,ANG
C00825,Neg,ANG
C00826,Pos,OTH
C00827,Neg,ANG
C00828,Neg,ANG
C00829,Neg,ANG
C00830,Neg,OTH
C00831,Pos,PRY
C00832,Pos,PRY
C00833,Neg,BLM
C00834,Pos,OTH
C00835,Neg,ANG
C00836,Neg,ANG
C00837,Neg,ANG
C00838,Pos,OTH
C00839,Neu,OTH
C00840,Neg,ANG
C00841,Neg,OTH
C00842,Neg,ANG
C00843,Neg,BLM
C00844,Pos,PRY
C00845,Neg,ANG
C00846,Neu,OTH
C00847,Neu,PRY
C00848,Neu,OTH
C00849,Neg,ANG
C00850,Neg,ANG
C00851,Neg,ANG
C00852,Neu,PRY
C00853,Neg,ANG
C00854,Neg,ANG
C00855,Neg,ANG
C00856,Neg,OTH
C00857,Pos,PRY
C00858,Neg,ANG
C00859,Neu,OTH
C00860,Neg,BLM
C00861,Neg,GRF
C00862,Neg,BLM
C00863,Neu,PRY
C00864,Neg,ANG
C00865,Neu,PRY
C00866,Neg,ANG
C00867,Neg,ANG
C00868,Neg,PRY
C00869,Neg,ANG
C00870,Neg,ANG
C00871,Neg,GRF
C00872,Neg,GRF
C00873,Neg,ANG
C00874,Neg,GRF
C00875,Neu,OTH
C00876,Neg,ANG
C00877,Neg,ANG
C00878,Neu,PRY
C00879,Neg,GRF
C00880,Neg,GRF
C00881,Neg,ANG
C00882,Neg,OTH
C00883,Neg,OTH
C00884,Neg,GRF
C00885,Neg,GRF
C00886,Neg,GRF
C00887,Neg,GRF
C00888,Neg,ANG
C00889,Neg,OTH
C00890,Neg,GRF
C00891,Neg,OTH
C00892,Neg,ANG
C00893,Neg,ANG
C00894,Neg,ANG
C00895,Neg,PRY
C00896,Neg,ANG
C00897,Neg,ANG
C00898,Neu,OTH
C00899,Neu,OTH
C00900,Neg,GRF
