C00451,Neg,GRF
C00452,Neg,ANG
C00453,Neg,ANG
C00454,Neg,ANG
C00455,Neg,GRF
C00456,Neg,ANG
C00457,Neu,PRY
C00458,Neu,OTH
C00459,Neg,ANG
C00460,Neg,GRF
C00461,Neg,PRY
C00462,Neu,PRY
C00463,Neu,PRY
C00464,Pos,PRY
C00465,Neg,ANG
C00466,Neg,ANG
C00467,Neg,ANG
C00468,Neg,BLM
C00469,Neg,ANG
C00470,Neu,PRY
C00471,Neg,ANG
C00472,Pos,PRY
C00473,Neg,ANG
C00474,Neg,ANG
C00475,Neg,ANG
C00476,Neu,OTH
C00477,Neg,ANG
C00478,Neg,GRF
C00479,Neu,OTH
C00480,Neu,OTH
C00481,Neu,OTH
C00482,Neg,ANG
C00483,Neg,PRY
C00484,Neg,ANG
C00485,Neg,ANG
C00486,Neg,ANG
C00487,Neg,ANG
C00488,Neg,ANG
C00489,Pos,PRY
C00490,Neg,ANG
C00491,Neg,ANG
C00492,Neg,ANG
C00493,Neg,ANG
C00494,Neg,ANG
C00495,Neg,BLM
C00496,Neu,OTH
C00497,Neu,OTH
C00498,Neg,ANG
C00499,Neg,ANG
C00500,Pos,OTH
C00501,Neg,OTH
C00502,Neg,ANG
C00503,Neg,BLM
C00504,Neu,OTH
C00505,Neg,ANG
C00506,Pos,OTH
C00507,Pos,PRY
C00508,Neg,GRF
C00509,Neu,OTH
C00510,Neg,ANG
C00511,Neg,ANG
C00512,Neg,GRF
C00513,Pos,PRY
C00514,Neg,ANG
C00515,Pos,OTH
C00516,Neg,BLM
C00517,Neu,OTH
C00518,Neg,ANG
C00519,Neg,ANG
C00520,Neg,ANG
C00521,Neg,ANG
C00522,Neu,OTH
C00523,Neg,ANG
C00524,Pos,OTH
C00525,Neg,ANG
C00526,Neg,ANG
C00527,Neg,ANG
C00528,Neg,GRF
C00529,Neu,OTH
C00530,Neg,ANG
C00531,Neg,GRF
C00532,Neg,ANG
C00533,Neg,ANG
C00534,Neg,BLM
C00535,Neg,ANG
C00536,Neu,OTH
C00537,Neu,OTH
C00538,Neg,BLM
C00539,Neg,ANG
C00540,Neg,ANG
C00541,Neg,ANG
C00542,Neg,ANG
C00543,Neg,ANG
C00544,Neg,GRF
C00545,Neu,PRY
C00546,Neg,ANG
C00547,Neg,ANG
C00548,Neu,OTH
C00549,Neg,ANG
C00550,Neu,OTH
C00551,Neg,OTH
C00552,Neg,ANG
C00553,Neu,OTH
C00554,Neu,OTH
C00555,Neg,BLM
C00556,Neg,ANG
C00557,Neg,ANG
C00558,Pos,OTH
C00559,Neu,OTH
C00560,Neg,ANG
C00561,Neg,OTH
C00562,Neg,ANG
C00563,Neg,ANG
C00564,Neu,OTH
C00565,Pos,OTH
C00566,Neg,ANG
C00567,Neg,ANG
C00568,Neg,BLM
C00569,Neg,ANG
C00570,Neg,ANG
C00571,Neu,OTH
C00572,Neg,ANG
C00573,Neg,ANG
C00574,Neg,ANG
C00575,Neg,OTH
C00576,Neg,OTH
C00577,Neg,GRF
C00578,Neg,ANG
C00579,Neu,OTH
C00580,Neg,ANG
C00581,Neg,ANG
C00582,Neg,ANG
C00583,Neg,ANG
C00584,Neg,ANG
C00585,Neg,ANG
C00586,Neu,OTH
C00587,Neg,ANG
C00588,Neg,ANG
C00589,Neu,OTH
C00590,Neg,OTH
C00591,Neg,ANG
C00592,Neg,ANG
C00593,Neu,OTH
C00594,Neu,OTH
C00595,Neg,GRF
C00596,Neg,ANG
C00597,Neg,ANG
C00598,Neg,ANG
C00599,Neg,ANG
C00600,Neg,ANG
