C01351,Neu,OTH
C01352,Pos,OTH
C01353,Neg,ANG
C01354,Neg,ANG
C01355,Neg,ANG
C01356,Neg,PRY
C01357,Neu,OTH
C01358,Neu,OTH
C01359,Neg,ANG
C01360,Neu,OTH
C01361,Neg,GRF
C01362,Neg,PRY
C01363,Neg,ANG
C01364,Neg,ANG
C01365,Pos,OTH
C01366,Neg,ANG
C01367,Neg,ANG
C01368,Neg,ANG
C01369,Neg,ANG
C01370,Neu,PRY
C01371,Neg,GRF
C01372,Neg,PRY
C01373,Neg,ANG
C01374,Neg,ANG
C01375,Neg,ANG
C01376,Neg,ANG
C01377,Neg,ANG
C01378,Neg,PRY
C01379,Neu,OTH
C01380,Neg,ANG
C01381,Neg,ANG
C01382,Neu,OTH
C01383,Neg,PRY
C01384,Neg,PRY
C01385,Neg,BLM
C01386,Neg,BLM
C01387,Neg,OTH
C01388,Neg,GRF
C01389,Neu,PRY
C01390,Neg,ANG
C01391,Neg,ANG
C01392,Neg,ANG
C01393,Neu,OTH
C01394,Neg,OTH
C01395,Neg,ANG
C01396,Neg,ANG
C01397,Neu,OTH
C01398,Neu,OTH
C01399,Neg,BLM
C01400,Neg,ANG
C01401,Neg,BLM
C01402,Neg,ANG
C01403,Neg,ANG
C01404,Neg,PRY
C01405,Neg,ANG
C01406,Neu,OTH
C01407,Neg,ANG
C01408,Neg,OTH
C01409,Neg,ANG
C01410,Neg,PRY
C01411,Neg,OTH
C01412,Neg,BLM
C01413,Neg,ANG
C01414,Neg,PRY
C01415,Neg,ANG
C01416,Neg,ANG
C01417,Neu,OTH
C01418,Neu,OTH
C01419,Neu,OTH
C01420,Neu,PRY
C01421,Neg,ANG
C01422,Neg,ANG
C01423,Neg,ANG
C01424,Neg,ANG
C01425,Neg,ANG
C01426,Neg,OTH
C01427,Neg,ANG
C01428,Neg,BLM
C01429,Neg,ANG
C01430,Neu,OTH
C01431,Neg,ANG
C01432,Neg,ANG
C01433,Neg,PRY
C01434,Neg,ANG
C01435,Neg,BLM
C01436,Neg,ANG
C01437,Neg,PRY
C01438,Neg,ANG
C01439,Neg,ANG
C01440,Neg,ANG
C01441,Neg,OTH
C01442,Neg,ANG
C01443,Neu,OTH
C01444,Neg,ANG
C01445,Neu,OTH
C01446,Neg,GRF
C01447,Neg,ANG
C01448,Neg,OTH
C01449,Neg,ANG
C01450,Neg,ANG
C01451,Neg,ANG
C01452,Neg,BLM
C01453,Neg,ANG
C01454,Neg,ANG
C01455,Neu,OTH
C01456,Neu,OTH
C01457,Neu,OTH
C01458,Neu,OTH
C01459,Neg,ANG
C01460,Neg,OTH
C01461,Neg,BLM
C01462,Neg,BLM
C01463,Neg,ANG
C01464,Neu,OTH
C01465,Neu,OTH
C01466,Neg,BLM
C01467,Neu,OTH
C01468,Neu,OTH
C01469,Neg,ANG
C01470,Neg,OTH
C01471,Neg,ANG
C01472,Neg,ANG
C01473,Neg,OTH
C01474,Neg,PRY
C01475,Neg,ANG
C01476,Neg,ANG
C01477,Neg,OTH
C01478,Neg,BLM
C01479,Neg,BLM
C01480,Pos,OTH
C01481,Neu,OTH
C01482,Neg,ANG
C01483,Neg,ANG
C01484,Neg,BLM
C01485,Neg,ANG
C01486,Neg,ANG
C01487,Neg,ANG
C01488,Neg,ANG
C01489,Neg,OTH
C01490,Neg,ANG
C01491,Neg,BLM
C01492,Neu,OTH
C01493,Neg,BLM
C01494,Neg,ANG
C01495,Neg,GRF
C01496,Neu,OTH
C01497,Neu,OTH
C01498,Neg,ANG
C01499,Neg,OTH
C01500,Neu,OTH
