C00601,Neg,ANG
C00602,Neg,ANG
C00603,Neg,ANG
C00604,Neg,ANG
C00605,Neg,ANG
C00606,Neg,OTH
C00607,Neg,ANG
C00608,Neg,ANG
C00609,Neg,ANG
C00610,Neg,ANG
C00611,Neg,ANG
C00612,Neg,ANG
C00613,Neg,ANG
C00614,Neg,ANG
C00615,Neg,ANG
C00616,Neg,ANG
C00617,Neg,OTH
C00618,Neu,OTH
C00619,Neg,ANG
C00620,Neg,ANG
C00621,Neg,ANG
C00622,Neg,ANG
C00623,Neu,PRY
C00624,Neg,ANG
C00625,Neg,ANG
C00626,Neu,OTH
C00627,Neg,ANG
C00628,Pos,PRY
C00629,Neg,ANG
C00630,Neg,ANG
C00631,Neg,ANG
C00632,Neg,ANG
C00633,Neg,OTH
C00634,Neu,OTH
C00635,Neg,ANG
C00636,Pos,OTH
C00637,Neg,ANG
C00638,Neg,ANG
C00639,Neg,ANG
C00640,Neg,ANG
C00641,Neg,ANG
C00642,Pos,OTH
C00643,Neg,ANG
C00644,Neu,OTH
C00645,Neg,ANG
C00646,Neg,ANG
C00647,Pos,PRY
C00648,Neg,ANG
C00649,Neg,ANG
C00650,Neu,OTH
C00651,Neg,BLM
C00652,Neg,ANG
C00653,Neg,BLM
C00654,Neg,ANG
C00655,Neu,OTH
C00656,Neg,BLM
C00657,Neg,BLM
C00658,Neg,BLM
C00659,Pos,OTH
C00660,Neg,BLM
C00661,Neg,BLM
C00662,Neg,BLM
C00663,Neg,ANG
C00664,Neu,OTH
C00665,Neg,OTH
C00666,Neu,OTH
C00667,Neu,PRY
C00668,Neu,OTH
C00669,Neg,GRF
C00670,Pos,OTH
C00671,Neu,OTH
C00672,Neg,BLM
C00673,Neg,OTH
C00674,Neg,ANG
C00675,Neu,OTH
C00676,Neg,GRF
C00677,Neg,BLM
C00678,Neg,ANG
C00679,Neg,ANG
C00680,Neu,OTH
C00681,Neg,ANG
C00682,Neg,BLM
C00683,Neg,BLM
C00684,Neu,OTH
C00685,Neg,BLM
C00686,Neg,GRF
C00687,Neg,BLM
C00688,Neu,OTH
C00689,Neg,BLM
C00690,Neg,BLM
C00691,Neu,OTH
C00692,Neg,BLM
C00693,Neg,ANG
C00694,Neg,ANG
C00695,Neg,GRF
C00696,Pos,OTH
C00697,Neg,BLM
C00698,Neu,OTH
C00699,Neg,OTH
C00700,Neg,BLM
C00701,Neg,ANG
C00702,Neu,OTH
C00703,Neg,BLM
C00704,Neg,OTH
C00705,Neg,BLM
C00706,Neu,OTH
C00707,Neu,OTH
C00708,Neu,OTH
C00709,Neg,GRF
C00710,Neg,PRY
C00711,Neg,ANG
C00712,Neg,ANG
C00713,Neg,ANG
C00714,Neg,BLM
C00715,Neg,GRF
C00716,Neu,OTH
C00717,Neg,ANG
C00718,Neg,GRF
C00719,Neg,ANG
C00720,Neu,OTH
C00721,Neg,BLM
C00722,Neg,BLM
C00723,Neg,GRF
C00724,Neg,ANG
C00725,Neu,OTH
C00726,Neu,OTH
C00727,Neg,ANG
C00728,Neg,PRY
C00729,Neu,OTH
C00730,Neg,ANG
C00731,Neg,ANG
C00732,Neg,ANG
C00733,Neu,OTH
C00734,Neu,OTH
C00735,Neu,OTH
C00736,Neu,OTH
C00737,Neg,BLM
C00738,Neu,OTH
C00739,Pos,PRY
C00740,Neu,OTH
C00741,Neg,ANG
C00742,Neg,GRF
C00743,Neu,OTH
C00744,Neu,OTH
C00745,Neu,OTH
C00746,Neu,OTH
C00747,Pos,OTH
C00748,Neu,OTH
C00749,Neg,ANG
C00750,Neg,ANG
