C00901,Neg,ANG
C00902,Neg,GRF
C00903,Neg,BLM
C00904,Neg,PRY
C00905,Neg,ANG
C00906,Neg,ANG
C00907,Neg,ANG
C00908,Neg,ANG
C00909,Neg,GRF
C00910,Neg,ANG
C00911,Neg,ANG
C00912,Neg,ANG
C00913,Neg,ANG
C00914,Neg,ANG
C00915,Neg,GRF
C00916,Neg,ANG
C00917,Neg,ANG
C00918,Neg,GRF
C00919,Neg,OTH
C00920,Neg,ANG
C00921,Pos,OTH
C00922,Pos,PRY
C00923,Neu,PRY
C00924,Neg,GRF
C00925,Neu,PRY
C00926,Pos,PRY
C00927,Neg,ANG
C00928,Neg,BLM
C00929,Neg,PRY
C00930,Neg,ANG
C00931,Neg,ANG
C00932,Pos,PRY
C00933,Neu,OTH
C00934,Neg,ANG
C00935,Neg,OTH
C00936,Neg,ANG
C00937,Neg,ANG
C00938,Neg,ANG
C00939,Neg,OTH
C00940,Neu,OTH
C00941,Neg,ANG
C00942,Neg,OTH
C00943,Neg,ANG
C00944,Neg,GRF
C00945,Neg,GRF
C00946,Neg,ANG
C00947,Neu,OTH
C00948,Neg,ANG
C00949,Neg,ANG
C00950,Neg,BLM
C00951,Neu,OTH
C00952,Neg,ANG
C00953,Neg,ANG
C00954,Neg,BLM
C00955,Neg,BLM
C00956,Pos,OTH
C00957,Neu,OTH
C00958,Neg,ANG
C00959,Neg,ANG
C00960,Neg,ANG
C00961,Neg,ANG
C00962,Neg,ANG
C00963,Neg,OTH
C00964,Neu,OTH
C00965,Neu,OTH
C00966,Neu,OTH
C00967,Neu,OTH
C00968,Neg,ANG
C00969,Neg,ANG
C00970,Neg,GRF
C00971,Neg,GRF
C00972,Neg,BLM
C00973,Neg,ANG
C00974,Pos,OTH
C00975,Neg,ANG
C00976,Neg,ANG
C00977,Pos,OTH
C00978,Neg,ANG
C00979,Neu,OTH
C00980,Neu,OTH
C00981,Neu,OTH
C00982,Neg,ANG
C00983,Neg,ANG
C00984,Neg,BLM
C00985,Neu,OTH
C00986,Neg,GRF
C00987,Neu,OTH
C00988,Neg,ANG
C00989,Neg,ANG
C00990,Neg,BLM
C00991,Neg,BLM
C00992,Neg,ANG
C00993,Neg,BLM
C00994,Neg,OTH
C00995,Neg,OTH
C00996,Neg,OTH
C00997,Neg,ANG
C00998,Neg,ANG
C00999,Neg,OTH
C01000,Neu,OTH
C01001,Neg,ANG
C01002,Neg,ANG
C01003,Neg,ANG
C01004,Neu,OTH
C01005,Neu,OTH
C01006,Neu,OTH
C01007,Neu,OTH
C01008,Neg,ANG
C01009,Neg,OTH
C01010,Neg,ANG
C01011,Neg,ANG
C01012,Neg,ANG
C01013,Neg,ANG
C01014,Neg,OTH
C01015,Neg,ANG
C01016,Neg,ANG
C01017,Neu,OTH
C01018,Neu,OTH
C01019,Neu,OTH
C01020,Neg,ANG
C01021,Neg,ANG
C01022,Neg,ANG
C01023,Neg,ANG
C01024,Neg,ANG
C01025,Neg,ANG
C01026,Neg,OTH
C01027,Neg,ANG
C01028,Neg,ANG
C01029,Pos,OTH
C01030,Neu,OTH
C01031,Neu,OTH
C01032,Neg,BLM
C01033,Neg,GRF
C01034,Neu,PRY
C01035,Neu,OTH
C01036,Neg,ANG
C01037,Neu,OTH
C01038,Neg,ANG
C01039,Neu,OTH
C01040,Neg,PRY
C01041,Pos,PRY
C01042,Neg,ANG
C01043,Neu,OTH
C01044,Neg,BLM
C01045,Neu,PRY
C01046,Neg,ANG
C01047,Neg,ANG
C01048,Neu,OTH
C01049,Neg,ANG
C01050,Neu,OTH
