C01951,Neg,ANG
C01952,Neg,ANG
C01953,Neg,ANG
C01954,Neg,ANG
C01955,Neg,ANG
C01956,Neg,OTH
C01957,Neg,ANG
C01958,Neg,ANG
C01959,Neg,ANG
C01960,Neg,OTH
C01961,Neg,ANG
C01962,Neg,ANG
C01963,Neg,ANG
C01964,Neg,ANG
C01965,Neg,ANG
C01966,Neu,OTH
C01967,Neu,OTH
C01968,Neu,OTH
C01969,Neg,ANG
C01970,Neu,PRY
C01971,Neu,OTH
C01972,Neg,ANG
C01973,Neg,ANG
C01974,Neg,ANG
C01975,Neu,PRY
C01976,Neg,OTH
C01977,Neg,ANG
C01978,Neu,OTH
C01979,Neg,ANG
C01980,Neu,OTH
C01981,Neu,PRY
C01982,Neu,PRY
C01983,Neg,GRF
C01984,Neg,ANG
C01985,Neg,ANG
C01986,Neu,PRY
C01987,Neg,GRF
C01988,Neg,ANG
C01989,Neg,ANG
C01990,Neu,PRY
C01991,Neu,OTH
C01992,Neg,GRF
C01993,Neg,ANG
C01994,Neg,ANG
C01995,Neg,ANG
C01996,Neg,ANG
C01997,Neg,ANG
C01998,Neg,ANG
C01999,Neg,ANG
C02000,Neu,OTH
C02001,Neg,ANG
C02002,Neg,ANG
C02003,Neg,OTH
C02004,Neg,ANG
C02005,Neg,ANG
C02006,Neg,ANG
C02007,Neg,ANG
C02008,Neu,OTH
C02009,Neg,ANG
C02010,Neg,OTH
C02011,Neu,OTH
C02012,Neg,ANG
C02013,Neg,ANG
C02014,Neu,PRY
C02015,Neg,ANG
C02016,Neu,OTH
C02017,Neg,ANG
C02018,Neg,ANG
C02019,Neg,ANG
C02020,Neg,ANG
C02021,Neg,OTH
C02022,Neg,ANG
C02023,Neg,ANG
C02024,Neg,ANG
C02025,Neg,BLM
C02026,Neg,GRF
C02027,Neg,ANG
C02028,Neg,OTH
C02029,Neg,ANG
C02030,Neg,ANG
C02031,Neu,OTH
C02032,Neg,ANG
C02033,Neu,OTH
C02034,Neu,OTH
C02035,Neg,ANG
C02036,Neg,ANG
C02037,Neg,ANG
C02038,Neg,ANG
C02039,Neg,ANG
C02040,Neg,ANG
C02041,Neg,ANG
C02042,Neg,ANG
C02043,Neg,ANG
C02044,Neg,ANG
C02045,Neg,OTH
C02046,Neu,OTH
C02047,Neg,GRF
C02048,Neg,ANG
C02049,Neg,ANG
C02050,Neg,ANG
C02051,Neg,ANG
C02052,Neg,ANG
C02053,Neg,ANG
C02054,Neg,ANG
C02055,Neg,OTH
C02056,Neu,OTH
C02057,Neg,PRY
C02058,Neg,ANG
C02059,Neg,ANG
C02060,Neg,ANG
C02061,Neg,ANG
C02062,Neg,ANG
C02063,Neg,ANG
C02064,Neg,OTH
C02065,Neg,ANG
C02066,Neg,ANG
C02067,Neg,ANG
C02068,Neg,ANG
C02069,Neg,OTH
C02070,Neg,ANG
C02071,Neg,ANG
C02072,Neu,OTH
C02073,Neu,OTH
C02074,Neg,ANG
C02075,Neg,ANG
C02076,Neg,ANG
C02077,Neg,ANG
C02078,Neu,OTH
C02079,Neg,ANG
C02080,Neg,ANG
C02081,Neg,ANG
C02082,Neg,PRY
C02083,Neg,ANG
C02084,Neu,OTH
C02085,Pos,PRY
C02086,Neu,OTH
C02087,Pos,PRY
C02088,Neg,GRF
C02089,Neg,OTH
C02090,Pos,OTH
C02091,Pos,PRY
C02092,Pos,OTH
C02093,Pos,OTH
C02094,Neg,GRF
C02095,Neg,OTH
C02096,Neg,GRF
C02097,Neu,PRY
C02098,Neu,OTH
C02099,Neu,PRY
C02100,Pos,OTH
