C00301,Neu,PRY
C00302,Neg,BLM
C00303,Neg,BLM
C00304,Neg,ANG
C00305,Neu,OTH
C00306,Neu,OTH
C00307,Neg,ANG
C00308,Neu,OTH
C00309,Neg,ANG
C00310,Neg,BLM
C00311,Neg,ANG
C00312,Neg,BLM
C00313,Neu,PRY
C00314,Neg,BLM
C00315,Neu,PRY
C00316,Neu,PRY
C00317,Neg,BLM
C00318,Neg,BLM
C00319,Neu,PRY
C00320,Neu,PRY
C00321,Neg,BLM
C00322,Neg,BLM
C00323,Neg,BLM
C00324,Neg,BLM
C00325,Neg,BLM
C00326,Neg,BLM
C00327,Neg,BLM
C00328,Neg,BLM
C00329,Neg,ANG
C00330,Neg,GRF
C00331,Neg,BLM
C00332,Neg,ANG
C00333,Neg,BLM
C00334,Neu,PRY
C00335,Neg,BLM
C00336,Neg,BLM
C00337,Neg,BLM
C00338,Neu,OTH
C00339,Neu,OTH
C00340,Neg,BLM
C00341,Neg,BLM
C00342,Neg,BLM
C00343,Neg,BLM
C00344,Neg,BLM
C00345,Neg,BLM
C00346,Neg,BLM
C00347,Neg,OTH
C00348,Neu,PRY
C00349,Neg,BLM
C00350,Neg,BLM
C00351,Neg,BLM
C00352,Neg,BLM
C00353,Neg,BLM
C00354,Neg,BLM
C00355,Neg,BLM
C00356,Neg,BLM
C00357,Neg,BLM
C00358,Neu,OTH
C00359,Pos,OTH
C00360,Neg,ANG
C00361,Neg,ANG
C00362,Neg,GRF
C00363,Neu,OTH
C00364,Neg,BLM
C00365,Neg,ANG
C00366,Neu,PRY
C00367,Neg,GRF
C00368,Neg,BLM
C00369,Neu,OTH
C00370,Neg,ANG
C00371,Neg,ANG
C00372,Neu,OTH
C00373,Neg,GRF
C00374,Neg,BLM
C00375,Neg,ANG
C00376,Neg,GRF
C00377,Neg,ANG
C00378,Neg,ANG
C00379,Neg,ANG
C00380,Neg,ANG
C00381,Neg,BLM
C00382,Neg,ANG
C00383,Neg,ANG
C00384,Neg,ANG
C00385,Neu,OTH
C00386,Pos,PRY
C00387,Neg,BLM
C00388,Neg,ANG
C00389,Pos,OTH
C00390,Neu,OTH
C00391,Neg,ANG
C00392,Neg,GRF
C00393,Neg,GRF
C00394,Neg,BLM
C00395,Neg,GRF
C00396,Neg,ANG
C00397,Pos,PRY
C00398,Neg,GRF
C00399,Neg,BLM
C00400,Neg,ANG
C00401,Neg,ANG
C00402,Neu,OTH
C00403,Neg,ANG
C00404,Neg,ANG
C00405,Neg,BLM
C00406,Neg,ANG
C00407,Neg,BLM
C00408,Neg,ANG
C00409,Neg,GRF
C00410,Neg,GRF
C00411,Neg,BLM
C00412,Neg,ANG
C00413,Neg,ANG
C00414,Pos,OTH
C00415,Neu,OTH
C00416,Neg,ANG
C00417,Neu,OTH
C00418,Neu,PRY
C00419,Neg,ANG
C00420,Neu,OTH
C00421,Pos,PRY
C00422,Neg,BLM
C00423,Neg,BLM
C00424,Neg,BLM
C00425,Neg,ANG
C00426,Neg,ANG
C00427,Neg,BLM
C00428,Pos,PRY
C00429,Neg,ANG
C00430,Neg,ANG
C00431,Neu,OTH
C00432,Neg,BLM
C00433,Neg,ANG
C00434,Neg,BLM
C00435,Neg,BLM
C00436,Neg,BLM
C00437,Neg,ANG
C00438,Neg,ANG
C00439,Neg,ANG
C00440,Neg,ANG
C00441,Neu,OTH
C00442,Neg,ANG
C00443,Neg,ANG
C00444,Pos,PRY
C00445,Neg,GRF
C00446,Neg,BLM
C00447,Pos,PRY
C00448,Neg,ANG
C00449,Neg,BLM
C00450,Pos,PRY
